0.027218,0.0090324,-0.089462,0,-0.0079241,-0.059167,-0.0015062,0.046616,0.14234
0.003924,-0.0075877,-0.081694,0,0.0064734,-0.010203,-0.0042589,0.055384,0.18366
0.0038017,0.003131,-0.047429,0,0.018101,0.037797,-0.0040604,0.05235,0.21597
0.001147,0.01742,0.0022259,0,0.029343,0.092674,-0.0078367,0.0233,0.20708
0.0030432,0.024864,0.046759,0,0.038024,0.14193,-0.015339,0.019187,0.2018
-3.6856e-05,0.034019,0.099576,0,0.044987,0.16571,-0.041032,0.0084426,0.19795
0.0048416,0.057529,0.16015,0,0.059706,0.20721,-0.033917,0.032665,0.24122
0.011079,0.044807,0.17721,0,0.046435,0.22709,-0.017365,0.049839,0.26379
0.0061898,0.035682,0.20601,0,0.049645,0.23507,-0.014044,0.070946,0.28713
-0.0076414,0.037939,0.23599,0,0.043201,0.25491,-0.018341,0.077978,0.30527
0.0017337,0.03529,0.23936,0,0.046964,0.26641,0.00646,0.077702,0.30678
