0.10569,0.16993,0.24112,0,0.041564,0.071527,-0.26297,-0.41363,-0.45319
0.18451,0.20985,0.28002,0,0.028873,0.032909,-0.25967,-0.41346,-0.47106
0.20521,0.17865,0.23323,0,0.0055018,-0.033446,-0.23325,-0.40492,-0.47248
0.20236,0.18011,0.20362,0,-0.023127,-0.089223,-0.24138,-0.25935,-0.32113
0.22998,0.14134,0.1417,0,-0.052396,-0.12881,-0.13078,-0.13935,-0.25825
0.17672,0.10698,0.073807,0,-0.055032,-0.14706,-0.056235,-0.062327,-0.22094
0.11748,0.01856,-0.042564,0,-0.091642,-0.18948,-0.019924,-0.12498,-0.249
0.088948,0.013554,-0.065029,0,-0.013009,-0.19989,0.0081749,-0.10552,-0.23206
0.02101,0.0014135,-0.14999,0,-0.016948,-0.19109,-0.024013,-0.10105,-0.28841
-0.037396,-0.019809,-0.19567,0,-0.055258,-0.26398,-0.083164,-0.18356,-0.34648
0.0055714,-0.050353,-0.25036,0,-0.11103,-0.29746,-0.072276,-0.21405,-0.38759
